Id,X,Y,Z,V1,V2,V3,R,G,B,Artist,Parents,Brothers,Number
400,2.9471478786233,-14.3169234182141,-2.34926029444497,2.9471478786233,-14.3169234182141,-2.34926029444497,166,206,226,Blue Oyster Cult,276,10,1
402,5.89241155125659,10.9198502344983,1.6813874150165,5.89241155125659,10.9198502344983,1.6813874150165,178,223,138,Culture,83-84-85-82-90,12,5
412,-0.879836092216828,-2.54272095902082,-0.699774220681297,-0.879836092216828,-2.54272095902082,-0.699774220681297,27,158,119,Luis Miguel,30-35-36-37-64-41-44-46-60-40,22,10
418,0.0445871923812406,5.8656000219184,1.17070930929225,0.0445871923812406,5.8656000219184,1.17070930929225,166,118,29,Shawn Colvin,138-139-140-141-142-143-144-145-146-129-130-131-132-133-134-135-136-137,28,18
