"","V1","V2","V3"
"1",0.728147010330234,-3.24996185080031,-1.15121629297553
"2",-3.99939423619657,0.290784580334579,0.299776212682629
"3",-2.33202683060364,2.31229687824369,1.09563980818009
"4",-0.554561669218055,-1.77802697028113,2.05010516461228
"5",-0.0599970607665459,7.42326957644006,1.15403503506848
"6",-2.05175279780974,-1.27950121773578,-2.4406908881947
"7",-0.987960921501755,-3.92034839551815,1.50067373719318
"8",1.60898542368505,-2.94679784352038,-2.14283819935748
"9",2.15401566533146,-6.05467647915048,1.58776169229563
"10",-0.844200052217965,-2.39118316359944,0.122899580346159
"11",-1.81013827802413,-1.08000473746436,-0.0234140756398865
"12",-2.15359058046128,-4.83534340287862,-0.221660048340917
"13",-5.45558023332196,1.44779565302845,-0.0415573968563062
"14",-1.49280064116119,-2.32352088694881,-1.25490964512581
"15",-0.340563121753294,-2.13841924038399,0.254954393862554
"16",-3.48656487799394,4.79107000475428,-1.05693771667676
"17",-5.04451031740661,4.52691223278271,-1.140858707179
"18",-4.66970142504203,1.62022752556044,-1.18338048713537
"19",-2.66952043398855,1.35903311415525,2.19621608888944
"20",-0.514484049084299,0.655119389620427,0.288258398909148
"21",1.97135766406421,-4.63656602464812,1.16476752390891
"22",-4.39498080437964,0.261174480871712,-0.903623117405715
"23",-4.94541454817203,9.25054349381805,-0.945688490907707
"24",4.93637079494236,-4.22092041437307,-2.62245508097143
"25",2.81098276228318,-5.15989561009461,1.76687127952026
"26",-4.11128636452755,-0.145892024814585,1.22772491796046
"27",4.9597247983671,2.57743034530755,1.47882407174829
"28",-3.72215118051413,1.12419302918772,0.811341873700469
"29",-3.26539237742626,4.21909103079345,0.486182638036228
"30",-1.97357860732463,-0.44146812358237,-0.647920666329938
"31",-0.564339642439373,0.547843740921173,-0.946550221333757
"32",0.817282569795879,-9.85074041825884,0.753536035345635
"33",-7.27203569496555,2.95752393901323,-0.984664604957668
"34",-1.10577278750164,-3.58452810535868,-0.890802549048755
"35",1.81736230321262,-11.0515888756105,-0.686141904847437
"36",-1.26898216222567,-3.63675185023056,-0.164532004346409
"37",3.37580954358541,-10.8777211622965,-0.866634555713536
"38",4.84811105514031,2.93153352297607,0.927949597107864
"39",0.899870086476965,2.80231869577963,3.11152453073006
"40",-0.537350987559042,1.740422656782,2.57989232566841
"41",8.00143366811167,11.3850722914373,1.02622466930638
"42",5.14513692207915,11.945934909844,-0.0460068132452486
"43",6.39452735625525,11.388533615617,-0.680265756034854
"44",6.62242670939727,10.4249817871975,0.355080504504316
"45",6.76950045450863,11.6415505203158,1.41127195514772
"46",6.95769926849572,10.6064086899062,1.57108347018053
"47",4.61547291991,9.86906174961559,1.27279182554148
"48",7.01975333037021,11.6243752093839,2.31490271112834
"49",4.92776383075154,11.2826653054849,0.738663129229723
"50",7.70349513197982,12.0057816316587,2.01377177538639
"51",5.08413462879628,10.0475033800397,1.44715041297985
"52",7.64681222377101,11.25761532275,2.97232627143095
"53",4.91867581853042,3.90943534264301,2.06487503838777
"54",5.7891673492976,9.73740841776023,0.938565109605578
"55",6.03488516942485,13.4614723044926,2.59748545286889
"56",5.68932272221363,14.626102099328,0.335094306730289
"57",4.51500941093105,-4.93275742284039,1.07785035490514
"58",4.37161841586366,15.7851492195627,0.928415276258495
"59",6.84880589329893,10.3182102303175,4.10393339129152
"60",7.51544492537833,9.72200008961687,2.13874137874538
"61",7.03000669681644,12.8648330082678,2.47091716748999
"62",5.55242678102757,11.8294495414468,3.38448250448998
"63",2.84153565342581,11.3273866874808,-3.02980979167642
"64",-1.72129182125321,11.6501058592805,-3.07742123159859
"65",0.892656936799459,11.9523462512166,0.447964251879517
"66",4.28948433810293,15.719063228526,-2.1543438883031
"67",5.06818815898781,10.4751418758175,-1.06212065864406
"68",5.26854430160885,12.6408426493297,4.16098668394332
"69",6.21718695063363,9.61497181773307,-1.00802765077179
"70",4.78234528361069,5.28645809064678,2.12836173172968
"71",4.23742904100611,5.80410351530238,-0.0165288823072241
"72",5.09775477374072,14.4197478838651,-2.8055313370756
