x, z, facing
0,00000,0,00000,(0,0, 0,0, 1,0),8564.891
0,00000,0,00000,(0,0, 0,0, 1,0),8564.892
0,00000,0,00000,(0,0, 0,0, 1,0),8564.892
0,00000,0,00000,(0,0, 0,0, 1,0),8564.911
0,00000,0,00000,(0,0, 0,0, 1,0),8564.913
0,00000,0,00000,(0,0, 0,0, 1,0),8564.915
0,00000,0,00000,(0,0, 0,0, 1,0),8564.916
0,00000,0,00000,(0,0, 0,0, 1,0),8564.917
0,00000,0,00000,(0,0, 0,0, 1,0),8564.918
0,00000,0,00000,(0,0, 0,0, 1,0),8564.92
0,00000,0,00000,(0,0, 0,0, 1,0),8564.921
0,00000,0,00000,(0,0, 0,0, 1,0),8564.922
0,00000,0,00000,(0,0, 0,0, 1,0),8564.923
0,00000,0,00000,(0,0, 0,0, 1,0),8564.924
0,00000,0,00000,(0,0, 0,0, 1,0),8564.925
0,00000,0,00000,(0,0, 0,0, 1,0),8564.927
0,00000,0,00000,(0,0, 0,0, 1,0),8564.928
0,00000,0,00000,(0,0, 0,0, 1,0),8564.929
0,00000,0,00000,(0,0, 0,0, 1,0),8564.931
0,00000,0,00000,(0,0, 0,0, 1,0),8564.932
0,00000,0,00000,(0,0, 0,0, 1,0),8564.934
0,00000,0,00000,(0,0, 0,0, 1,0),8564.935
0,00000,0,00000,(0,0, 0,0, 1,0),8564.936
0,00000,0,00000,(0,0, 0,0, 1,0),8564.937
0,00000,0,00000,(0,0, 0,0, 1,0),8564.938
0,00000,0,00000,(0,0, 0,0, 1,0),8564.939
0,00000,0,00000,(0,0, 0,0, 1,0),8564.94
0,00000,0,00000,(0,0, 0,0, 1,0),8564.941
0,00000,0,00000,(0,0, 0,0, 1,0),8564.942
0,00000,0,00000,(0,0, 0,0, 1,0),8564.944
0,00000,0,00000,(0,0, 0,0, 1,0),8564.945
0,00000,0,00000,(0,0, 0,0, 1,0),8564.946
0,00000,0,00000,(0,0, 0,0, 1,0),8564.947
0,00000,0,00000,(0,0, 0,0, 1,0),8564.949
0,00000,0,00000,(0,0, 0,0, 1,0),8564.95
0,00000,0,00000,(0,0, 0,0, 1,0),8564.951
0,00000,0,00000,(0,0, 0,0, 1,0),8564.952
0,00000,0,00000,(0,0, 0,0, 1,0),8564.953
0,00000,0,00000,(0,0, 0,0, 1,0),8564.954
0,00000,0,00000,(0,0, 0,0, 1,0),8564.955
0,00000,0,00000,(0,0, 0,0, 1,0),8564.956
0,00000,0,00000,(0,0, 0,0, 1,0),8564.957
0,00000,0,00000,(0,0, 0,0, 1,0),8564.958
0,00000,0,00000,(0,0, 0,0, 1,0),8564.959
0,00000,0,00000,(0,0, 0,0, 1,0),8564.96
