x, z, facing
0,00000,0,00000,(0,0, 0,0, 1,0),18165.52
0,00000,0,00000,(0,0, 0,0, 1,0),18165.53
0,00000,0,00000,(0,0, 0,0, 1,0),18165.53
0,00000,0,00000,(0,0, 0,0, 1,0),18165.54
0,00000,0,00000,(0,0, 0,0, 1,0),18165.57
0,00000,0,00000,(0,0, 0,0, 1,0),18165.58
0,00000,0,00000,(0,0, 0,0, 1,0),18165.59
0,00000,0,00000,(0,0, 0,0, 1,0),18166
0,00000,0,00000,(0,0, 0,0, 1,0),18167.01
0,00000,0,00000,(0,0, 0,0, 1,0),18168.01
0,00000,0,00000,(0,0, 0,0, 1,0),18169.01
0,00000,0,00000,(0,0, 0,0, 1,0),18170.01
0,00000,0,00000,(0,0, 0,0, 1,0),18171.01
0,00000,0,00000,(0,0, 0,0, 1,0),18172.01
0,00000,0,00000,(0,0, 0,0, 1,0),18173.01
0,00000,0,00000,(0,0, 0,0, 1,0),18174.01
0,00000,0,00000,(0,0, 0,0, 1,0),18175.01
0,00000,0,00000,(0,0, 0,0, 1,0),18176.01
0,00000,0,00000,(0,0, 0,0, 1,0),18177.01
0,00000,0,00000,(0,0, 0,0, 1,0),18178.01
0,00000,0,00000,(0,0, 0,0, 1,0),18179.01
0,00000,0,00000,(0,0, 0,0, 1,0),18180.01
0,00000,0,00000,(0,0, 0,0, 1,0),18181.01
0,00000,0,00000,(0,0, 0,0, 1,0),18182.01
0,00000,0,00000,(0,0, 0,0, 1,0),18183.01
0,00000,0,00000,(0,0, 0,0, 1,0),18184.01
0,00000,0,00000,(0,0, 0,0, 1,0),18185.01
0,00000,0,00000,(0,0, 0,0, 1,0),18186.01
0,00000,0,00000,(0,0, 0,0, 1,0),18187.01
0,00000,0,00000,(0,0, 0,0, 1,0),18188.01
0,00000,0,00000,(0,0, 0,0, 1,0),18189.01
0,00000,0,00000,(0,0, 0,0, 1,0),18190.01
0,00000,0,00000,(0,0, 0,0, 1,0),18191.01
0,00000,0,00000,(0,0, 0,0, 1,0),18192.01
0,00000,0,00000,(0,0, 0,0, 1,0),18193.01
0,00000,0,00000,(0,0, 0,0, 1,0),18194.01
0,00000,0,00000,(0,0, 0,0, 1,0),18195.01
0,00000,0,00000,(0,0, 0,0, 1,0),18196.01
0,00000,0,00000,(0,0, 0,0, 1,0),18197.01
0,00000,0,00000,(0,0, 0,0, 1,0),18198.01
0,00000,0,00000,(0,0, 0,0, 1,0),18199.01
0,00000,0,00000,(0,0, 0,0, 1,0),18200.01
0,00000,0,00000,(0,0, 0,0, 1,0),18201.01
0,00000,0,00000,(0,0, 0,0, 1,0),18202.01
0,00000,0,00000,(0,0, 0,0, 1,0),18203.01
0,00000,0,00000,(0,0, 0,0, 1,0),18204.01
0,00000,0,00000,(0,0, 0,0, 1,0),18205.01
0,00000,0,00000,(0,0, 0,0, 1,0),18206.01
0,00000,0,00000,(0,0, 0,0, 1,0),18207.01
0,00000,0,00000,(0,0, 0,0, 1,0),18208.01
0,00000,0,00000,(0,0, 0,0, 1,0),18209.01
0,00000,0,00000,(0,0, 0,0, 1,0),18210.01
0,00000,0,00000,(0,0, 0,0, 1,0),18211.01
0,00000,0,00000,(0,0, 0,0, 1,0),18212.01
0,00000,0,00000,(0,0, 0,0, 1,0),18213.01
0,00000,0,00000,(0,0, 0,0, 1,0),18214.01
0,00000,0,00000,(0,0, 0,0, 1,0),18215.01
0,00000,0,00000,(0,0, 0,0, 1,0),18216.01
0,00000,0,00000,(0,0, 0,0, 1,0),18217.01
0,00000,0,00000,(0,0, 0,0, 1,0),18218.01
0,00000,0,00000,(0,0, 0,0, 1,0),18219.01
0,00000,0,00000,(0,0, 0,0, 1,0),18220.01
0,00000,0,00000,(0,0, 0,0, 1,0),18221.01
0,00000,0,00000,(0,0, 0,0, 1,0),18222.01
0,00000,0,00000,(0,0, 0,0, 1,0),18223.01
0,00000,0,00000,(0,0, 0,0, 1,0),18224.01
0,00000,0,00000,(0,0, 0,0, 1,0),18225.01
0,00000,0,00000,(0,0, 0,0, 1,0),18226.01
0,00000,0,00000,(0,0, 0,0, 1,0),18227.01
0,00000,0,00000,(0,0, 0,0, 1,0),18228.01
0,00000,0,00000,(0,0, 0,0, 1,0),18229.01
0,00000,0,00000,(0,0, 0,0, 1,0),18230.01
0,00000,0,00000,(0,0, 0,0, 1,0),18231.01
